rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
52,5zdau2dtmOUHF3CJ3odKfb,ששון איפרם שאולוב,נתראה בגלגול הבא,Mobile1 Music,52,94,6,74229,21/12/2023,0.58,0.37,0.455,159.958,-10.219,0.728,0,0.0445,0.129
53,4lBl6TVdZKF7KyLVw68JfP,Ori Ben Ari,שממה,Mobile1 Music,51,52,123,72008,21/12/2023,0.468,0.484,0.411,139.631,-8.024,0.493,0,0.0452,0.107
54,5JGVm5Xshr1IlNlW9phZFQ,Eden Hason,לא תראה אותי בוכה,Mobile1 Music,18,56,25,71953,21/12/2023,0.612,0.678,0.548,122.977,-8.995,0.448,0.0024,0.107,0.335
55,0JoYMP7hvEwxKCjj9szUo6,LIAD MEIR,טיל פצמר,2023 Duda by PIL ltd,8,55,20,70971,21/12/2023,0.706,0.751,0.418,160.039,-6.615,0.167,0,0.286,0.431
56,6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,50,96,69513,21/12/2023,0.597,0.427,0.642,93.031,-9.886,0.102,0.0024,0.0266,0.675
57,60GvepzSwgGx8kaZNln4L0,Ravid Plotnik,כל הזמן הזה,NaNa Disc,28,54,301,69427,21/12/2023,0.582,0.465,0.33,147.959,-11.032,0.0591,0,0.0555,0.267
58,52n4gF126eIllrGuc9Zus6,Ishay Ribo,לשוב הביתה,2018 ISHAY RIBO LTD BY PIL LTD,10,81,302,68846,21/12/2023,0.73,0.448,0.632,104.007,-9.074,0.51,0,0.0309,0.0926
59,7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,21,63,110,67913,21/12/2023,0.442,0.538,0.139,122.758,-8.55,0.717,0,0.0451,0.09
60,3uidHx3If1PWAOCMcCdkNH,Tuna,סהרה,NaNa Disc,10,61,105,66605,21/12/2023,0.587,0.531,0.565,160.092,-7.844,0.39,0,0.0741,0.171
61,3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,Dead Oceans,61,80,11,66425,21/12/2023,0.504,0.308,0.121,113.95,-14.958,0.868,0.135,0.0321,0.158
62,1ttOlVyZvmnozD2muIxulw,Eviatar Banai,עד מחר,Hed Arzi Ltd.,38,65,300,66106,21/12/2023,0.331,0.557,0.27,163.164,-7.167,0.631,0.0175,0.0292,0.143
63,1FyfEuRtAFpuItWcuouxkV,Akiva,צעדים,2023 Akiva Turgeman + Or Davidson By PIL LTD,18,83,38,65929,21/12/2023,0.648,0.509,0.329,102.012,-9.559,0.278,0,0.0254,0.155
64,05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,67,98,65785,21/12/2023,0.637,0.53,0.408,140.204,-5.661,0.679,0,0.0336,0.0997
65,16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,57,40,65197,21/12/2023,0.469,0.469,0.405,135.981,-9.823,0.437,0,0.114,0.573
66,1VeqBhB0o8LLmSjIVRHlMV,Ariel Zilber,ואיך שלא,NMC United Entertainment Ltd.,49,62,14,64425,21/12/2023,0.618,0.266,0.246,123.114,-15.849,0.796,0,0.0336,0.326
67,6OXv4CrNp3DFRj6Cu1GojJ,Eyal Golan,מתי את חוזרת,Liam Productions under exclusive license to D-Music,6,66,39,63906,21/12/2023,0.58,0.47,0.381,136.032,-8.913,0.479,0,0.0331,0.0782
68,4y4CClBoVYR9rXmeL5oK9c,"Ravid Plotnik, Avishai Cohen",לי ולה,NaNa Disc,60,60,38,63801,21/12/2023,0.543,0.746,0.65,84.994,-6.968,0.385,0,0.0535,0.173
69,6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,10,58,45,62778,21/12/2023,0.38,0.636,0.424,86.835,-6.376,0.271,0,0.0504,0.186
70,3veP41hqImUDYUhBbnZG90,Maor Cohen,שיר של יום חולין,NaNa Disc,68,69,80,62750,21/12/2023,0.44,0.711,0.262,76.17,-4.316,0.0038,0,0.031,0.254
71,1rmxF8VNLZ2gXwwzqGJ9tJ,"Eden Hason, Jasmin Moallem, Israel Bidur",שושנים עצובות (ישראל בידור),Sarit Productions LTD / Jasmin Moallem under exclusive license to D-Music,8,59,80,62731,21/12/2023,0.571,0.442,0.308,140.027,-10.914,0.746,0,0.0429,0.0997
72,0n2BeC9E0M7fC2jbKBYetu,Tomer Yosef,כאלו מילים,Unicell,56,75,106,61823,21/12/2023,0.717,0.516,0.963,174.999,-4.739,0.276,0,0.0496,0.0857
73,0tIQwXFOyQjd6K7w7PIBrn,Akiva,יש בך הכל,2022 Akiva+Or D. BY PIL LTD,72,72,80,61149,21/12/2023,0.561,0.566,0.436,142.87,-8.479,0.609,0.0004,0.0375,0.131
74,7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,Flowers,Columbia,1,86,47,61027,21/12/2023,0.706,0.691,0.632,118.048,-4.775,0.0584,0.0001,0.0633,0.0232
75,5qbezFG8xCtoyUfOcjHUXv,Omer Adam,אני,P.A.I LTD,1,108,53,60787,21/12/2023,0.733,0.481,0.237,111.778,-9.625,0.376,0,0.0947,0.088
76,4abB8WdkswrxWxcV2e56x9,Eden Hason,גדל לי קצת זקן,Mobile1 Music,2,85,146,60631,21/12/2023,0.671,0.472,0.663,139.748,-7.898,0.875,0,0.0344,0.124
77,6qi83Ret9Yok9PfZWzmdZk,"בנאל בן ציון, שירז אברהם",חסר/ה לי ברמות,Mobile1 Music,13,106,42,60418,21/12/2023,0.441,0.519,0.324,81.908,-7.435,0.666,0,0.0657,0.122
78,2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Sprinter,Neighbourhood / Live Yours,10,87,29,59258,21/12/2023,0.918,0.681,0.706,139.057,-4.705,0.263,0,0.201,0.0615
79,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,56,88,27,58925,21/12/2023,0.552,0.702,0.564,169.994,-5.707,0.117,0,0.157,0.105
80,6uWUsqSzbYxGhRJHNI7xPE,Elisha Banai,סן דייגו,Unicell,60,125,74,58903,21/12/2023,0.408,0.516,0.257,76.968,-6.309,0.478,0,0.0307,0.107
81,1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,Miserable Music Group,18,102,36,58383,21/12/2023,0.508,0.43,0.324,130.09,-9.475,0.83,0.0004,0.0335,0.093
82,3cmplhlwMZyQbuTHThyGe7,Idan Rafael Haviv,מחכה,NMC United Entertainment Ltd.,46,70,90,58036,21/12/2023,0.514,0.888,0.517,132.973,-4.502,0.0717,0,0.0278,0.183
83,14T9MsaDVojqqEyGAZ0Sfb,"Maor Ashkenazi, נעם כהן",השיר של נעם 2,2023 MaorAshkenaziMusic by PIL ltd,56,64,6,57667,21/12/2023,0.548,0.532,0.405,127.472,-9.118,0.635,0,0.199,0.12
84,79frUUdqTcE1Qll6Twt8Ds,Ron Buhnik,לב יפה,Mobile1 Music,22,122,44,57537,21/12/2023,0.489,0.236,0.264,127.555,-11.228,0.913,0,0.0371,0.119
85,5Cf7f7XD97PYEUWEEb7mcQ,Hanan Ben Ari,חוץ מכדורגל,Hanan Ben Ari under exclusive license to D-Music,63,78,27,57530,21/12/2023,0.587,0.461,0.336,135.279,-7.077,0.636,0,0.0593,0.381
86,3mITeXQ9Dt7M6nTutuNtsx,"Omer Adam, Infected Mushroom",תרקוד לנצח,P.A.I LTD / Mushroom Touring inc,13,74,8,57044,21/12/2023,0.515,0.687,0.0771,152.02,-8.68,0.0024,0.0244,0.0342,0.182
87,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,33,99,162,57003,21/12/2023,0.612,0.807,0.398,124.053,-2.81,0.0495,0.0177,0.0336,0.101
88,2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,Acqustic,5,77,11,56825,21/12/2023,0.537,0.421,0.524,98.224,-8.72,0.827,0,0.0285,0.138
89,6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,34,151,23,56797,21/12/2023,0.391,0.084,0.111,79.449,-17.843,0.953,0,0.0317,0.0983
90,5edYMsNo852Zw29Qni9p8t,Noam Bettan,בובה,Zaav Music / Noam Bettan under exclusive license to D-Music,15,82,50,56768,21/12/2023,0.801,0.684,0.68,102.987,-4.262,0.0304,0,0.0409,0.0516
91,7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,70,105,191,56726,21/12/2023,0.484,0.731,0.51,101.654,-6.694,0.431,0,0.0379,0.151
92,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,107,90,56690,21/12/2023,0.52,0.731,0.662,173.93,-5.338,0.342,0.001,0.0557,0.311
93,77hre9TJEQOFgciNAAlEMQ,Eden Hason,אהובה שלי,Mobile1 Music,93,-1,1,56653,21/12/2023,0.537,0.416,0.333,133.879,-9.953,0.824,0,0.0345,0.106
94,0cnXDZGevuZ5kj2nbVzPyu,Maor Cohen,לילה עיר,NaNa Disc,66,104,58,56551,21/12/2023,0.365,0.634,0.271,82.877,-5.667,0.637,0,0.0257,0.118
95,3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,89,116,11,56536,21/12/2023,0.448,0.369,0.0998,174.097,-9.514,0.968,0.272,0.0452,0.638
96,5aDaDlIrhFeXUPcBqxGisR,Omer Adam,אחרי כל השנים,P.A.I LTD,77,84,67,56503,21/12/2023,0.573,0.387,0.661,133.528,-6.205,0.736,0,0.0408,0.117
97,0NdV41q6lBoO4WyCaZmIJU,Stephane Legar,רק אני יודע,Stephane Gagba / Gaga Management / Helicon Aroma Music LTD. under exclusive license to D-Music,21,111,24,56479,21/12/2023,0.63,0.684,0.849,154.154,-3.938,0.602,0,0.127,0.0888
98,1136mOn1aHIa1evNDoYRfo,Mor,תקרא לי מאמי,Mobile1 Music,54,120,25,56449,21/12/2023,0.697,0.48,0.344,130.057,-6.001,0.378,0,0.037,0.142
99,561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Eminem Catalog PS,26,101,57,56215,21/12/2023,0.637,0.678,0.254,84.039,-3.798,0.209,0,0.266,0.156
100,1hTth4TFnHWYWiXglQ6bN2,Omer Adam,רחוק מכולם,P.A.I Ltd.,1,123,138,56135,21/12/2023,0.804,0.492,0.856,120.063,-6.609,0.674,0,0.0511,0.0923
101,72W6xVQGdKHQl348KYgwg2,Idan Rafael Haviv,שלמים,Idan Rafael Haviv under exclusive license to NMC United Entertainment,1,95,178,56058,21/12/2023,0.417,0.355,0.0914,86.078,-12.372,0.847,0,0.0599,0.113
102,086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,99,128,113,56002,21/12/2023,0.691,0.631,0.8,92.004,-6.478,0.0483,0,0.0368,0.104
103,5nhdL0kvFVnRLIuygOcfQ9,Yossi Shitrit,מחשבות,Unicell,85,90,63,55920,21/12/2023,0.61,0.582,0.19,132.07,-5.409,0.293,0,0.0327,0.122
104,1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,Ain't No Sunshine,Columbia/Legacy,100,100,27,55842,21/12/2023,0.527,0.415,0.515,78.169,-11.451,0.457,0,0.122,0.117
105,1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,71,56,55666,21/12/2023,0.69,0.704,0.537,124.021,-6.265,0.191,0,0.0428,0.101
106,5K3fJmFEJZltzsH89Ggvn9,Shir Levi,שאריות מעצמי,Unicell,75,79,35,55555,21/12/2023,0.652,0.495,0.568,148.032,-7.961,0.337,0,0.0341,0.259
107,2gK92y6pVz6ygq8Fc7N2xL,Shlomo Artzi,תתארו לכם,Hed Arzi Ltd.,50,115,297,55077,21/12/2023,0.53,0.573,0.575,91.115,-8.276,0.794,0,0.0338,0.122
108,7FIWs0pqAYbP91WWM0vlTQ,"Eminem, Juice WRLD",Godzilla (feat. Juice WRLD),Shady/Aftermath/Interscope Records,2,68,67,55040,21/12/2023,0.808,0.745,0.829,165.995,-5.26,0.145,0,0.342,0.292
109,3Y4G4E7EVomTWTFSFS0Sn5,Hanan Ben Ari,אלוף העולם,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,2,92,252,54712,21/12/2023,0.582,0.433,0.22,127.511,-8.309,0.747,0,0.0501,0.133
110,2b9TjqgLxE6zOZc4DSmYYx,"Noa Kirel, Forever Tel Aviv, Sagi Kariv",פרובוקטיבית,Noa Kirel / Forever Tel Aviv under exclusive license to D-Music,2,97,29,54644,21/12/2023,0.825,0.683,0.648,127.961,-6.864,0.126,0,0.0479,0.0662
111,1Ttz2PpMy1uF6qQJ2TpEoh,Peer Tasi,אחרי הנצח,Peer Tasi LTD under exclusive license to D-Music,111,121,5,54315,21/12/2023,0.553,0.302,0.271,82.011,-9.682,0.649,0.0001,0.0254,0.129
112,0x9UM4GuxnMJUjyuipowmo,Akiva,אל תעזבי ידיים,2021 Akiva Turgeman+Or Davidson BY PIL LTD,23,130,200,53996,21/12/2023,0.605,0.455,0.26,88.079,-7.956,0.739,0,0.0472,0.224
113,3qWDOGP2SBMLQ3nzMIkNbz,Nathan Goshen,שני ילדים בעולם,Nathan Goshen under exclusive license to D-Music,14,110,127,53766,21/12/2023,0.406,0.354,0.479,119.706,-9.343,0.52,0,0.0355,0.116
114,4bm2aZg3iiqMjO3MIiyhAo,"Chen Aharoni, אסתי גינזבורג",נשימה,Mobile1 Music,73,113,44,53688,21/12/2023,0.646,0.723,0.751,136,-6.308,0.0408,0,0.0301,0.284
115,4mRreSUqP7waa2jT5ul41T,Ravid Plotnik,יום חדש,NaNa Disc,37,109,101,53675,21/12/2023,0.633,0.59,0.32,85.015,-5.626,0.0363,0,0.304,0.16
116,3MU69FMOB5ddPCMSo1f0g7,Full Trunk,וואלק,NaNa Disc,87,98,15,53644,21/12/2023,0.782,0.764,0.753,92.026,-7.984,0.102,0,0.081,0.515
117,3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,Eminem Catalog PS,68,93,102,53503,21/12/2023,0.949,0.661,0.76,104.504,-4.244,0.0302,0,0.0572,0.0454
118,2LjK33xiNA8BA4U1ndj2bO,Jasmin Moallem,לבד במדבר,Helicon Music,57,114,28,53419,21/12/2023,0.699,0.434,0.433,92.02,-7.836,0.495,0,0.0501,0.232
119,4xhsWYTOGcal8zt0J161CU,Jack Harlow,Lovin On Me,Generation Now/Atlantic,119,156,4,53282,21/12/2023,0.943,0.558,0.606,104.983,-4.911,0.0026,0,0.0568,0.0937
120,4ASfFTCr9NGAQKEjMx5BgE,"Odeya, רואי אדם",האמת,Helicon Aroma Music Ltd.,3,127,60,53237,21/12/2023,0.641,0.591,0.309,93.048,-7.927,0.396,0,0.107,0.14
121,7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,9,137,214,52967,21/12/2023,0.501,0.405,0.446,109.891,-5.679,0.751,0,0.0319,0.105
122,2eq2T5nu5NBvHYKzDatmt3,Berry Sakharof,ככה זה (לאהוב אותך),NaNa Disc,122,129,15,52946,21/12/2023,0.473,0.885,0.437,160.043,-8,0.0177,0.0017,0.0772,0.128
123,4JmmjsGmOED0sn0Le3r84u,"Tuna, Ravid Plotnik",עולם משוגע,Anana,29,112,292,52740,21/12/2023,0.569,0.633,0.568,149.904,-8.26,0.363,0.0016,0.0965,0.123
124,7jdvibTKMCbIP2B77ayD8Q,"דיג'יי אונלי, Talisman, Omri Sabach",עד המדבר,Mobile1 Music,62,117,62,52596,21/12/2023,0.659,0.876,0.563,104.981,-3.976,0.462,0,0.0725,0.0787
125,6DNfX5wKJklQeVVfqKZASC,Full Trunk,עוד יום,NaNa Disc,35,160,79,52372,21/12/2023,0.807,0.719,0.676,120.054,-6.437,0.212,0,0.0583,0.0697
126,4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,145,66,52248,21/12/2023,0.561,0.965,0.304,128.04,-3.673,0.0038,0,0.0343,0.371
127,3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,99,133,82,51861,21/12/2023,0.429,0.661,0.285,173.372,-7.227,0.0024,0.0001,0.0281,0.234
128,3AoZ1W11B3gm8vhFSpHDjh,ששון איפרם שאולוב,ביחד איתי,Ariel Shaulov,128,170,9,51537,21/12/2023,0.402,0.449,0.317,153.201,-8.052,0.466,0,0.0392,0.12
129,2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,8,96,55,51289,21/12/2023,0.477,0.308,0.124,125.124,-10.401,0.437,0,0.0361,0.126
130,7a8B2vmOcJ6btFlBGl2IX9,"Doli & Penn, Dikla, Idan Rafael Haviv, Mark Eliyahu",ואז את תראי,Dolev Ram & Penn Hazut under exclusive license to D-Music,3,143,125,51285,21/12/2023,0.593,0.479,0.338,111.84,-8.792,0.554,0,0.0353,0.0804
131,7mBGGsJwx4o8NiqWfmAJ96,Ravid Plotnik,כפרה שלי,NaNa Disc,49,89,111,50734,21/12/2023,0.67,0.331,0.853,160.018,-13.178,0.73,0,0.195,0.104
132,77k6W05ZwUQ8cp0CeK0iN6,"Tomer Yosef, Ben Hendler",עברתי רק כדי לראות,NaNa Disc,96,140,57,50606,21/12/2023,0.753,0.641,0.739,89.976,-6.388,0.0244,0,0.0366,0.088
133,1XuxoHDc7mFeyhaDcgjYST,Jasmin Moallem,מחילה,Helicon Music,30,150,80,50542,21/12/2023,0.546,0.374,0.206,187.776,-8.108,0.535,0.0001,0.0805,0.112
134,08vuE9ILz25hjgRX4K5tQT,"שירז אברהם, Shlomo Levi",בואי נדבר,Mobile1 Music,134,142,6,50447,21/12/2023,0.585,0.364,0.532,73.818,-8.679,0.906,0,0.0795,0.097
135,06RR5ewHedBUC9GRgWLwkK,Ravid Plotnik,מוזיקה טובה,NaNa Disc,25,118,57,49934,21/12/2023,0.647,0.559,0.651,85.409,-6.751,0.128,0,0.181,0.167
136,71h6sV5KytTmPARarI28wI,Raviv Kaner,רסיסים,Helicon Aroma Music Ltd.,1,173,164,49909,21/12/2023,0.616,0.377,0.375,73.974,-7.988,0.42,0,0.0279,0.0996
137,5CkagnykIgnpOEorVEHgCF,Ravid Plotnik,בדיוק כמו שאני,NaNa Disc,97,134,14,49876,21/12/2023,0.567,0.278,0.609,82.057,-15.01,0.84,0,0.0857,0.141
138,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,100,168,164,49870,21/12/2023,0.548,0.532,0.405,85.03,-7.596,0.186,0.0003,0.0323,0.217
139,5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,Kid Ina Korner / Interscope,50,141,63,49637,21/12/2023,0.5,0.71,0.419,89.929,-3.015,0.19,0.0003,0.0339,0.269
140,3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,Universal-Island Records Ltd.,46,135,136,49629,21/12/2023,0.566,0.664,0.437,128.945,-5.303,0.634,0,0.0464,0.116
141,4C7cg72gU51s1IT4wh7Vp9,Omer Adam,קומה 58,P.A.I LTD,39,155,29,49610,21/12/2023,0.468,0.377,0.247,120.617,-9.086,0.686,0.0003,0.0345,0.131
142,1B6qAMPiD7sv3WNI90ELMz,"Jasmin Moallem, Tuna",אור הירח,NaNa Disc,16,147,120,49320,21/12/2023,0.625,0.624,0.394,150.005,-8.391,0.179,0.0001,0.14,0.22
143,58m9mqwBLliFpIFSYzprSn,Eyal Golan,עטלף עיוור,Liam Productions under exclusive license to D-Music,30,91,25,49235,21/12/2023,0.639,0.286,0.393,133.851,-7.472,0.945,0,0.0397,0.12
144,3hay408PSjTAxPn5TPxzyh,Idan Amedi,חלק מהזמן,A.M Music Productions LTD,27,153,297,49160,21/12/2023,0.568,0.455,0.642,68.463,-7.611,0.626,0,0.0309,0.129
145,1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,138,50,48799,21/12/2023,0.644,0.735,0.418,88.98,-5.747,0.0521,0.144,0.0391,0.161
146,5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,Atlantic Records,5,136,31,48740,21/12/2023,0.728,0.697,0.87,143.986,-4.125,0.0556,0,0.0456,0.282
147,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,91,162,180,48677,21/12/2023,0.664,0.705,0.477,122.016,-4.972,0.0654,0,0.0382,0.118
148,0SmY5bTuls1ccput6QhHSA,Adir Getz,"אני אוהב, אני מכור, אני שרוף",Unicell,18,103,75,48576,21/12/2023,0.708,0.287,0.461,135.875,-10.791,0.875,0,0.0349,0.115
149,5CCxCzPB3HMh595Y1MNIm5,Tuna,סחרחורת,Anana Ltd.,32,152,123,48441,21/12/2023,0.602,0.755,0.449,92.88,-4.901,0.0905,0,0.0873,0.68
150,2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,164,85,48326,21/12/2023,0.671,0.724,0.941,167.998,-8.799,0.588,0,0.0879,0.47
151,5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,FAX Records/Epic,129,165,8,48304,21/12/2023,0.673,0.722,0.519,117.187,-3.495,0.0856,0,0.0755,0.137
152,0WS3pHso7moPHG8W2pbqPB,"Ravid Plotnik, ניר דנן",קפה וסיגריה,NaNa Disc,87,119,62,48229,21/12/2023,0.634,0.699,0.313,82.036,-5.085,0.0694,0,0.0895,0.209
153,4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,Mosley Music/Interscope Records,14,183,78,48008,21/12/2023,0.697,0.802,0.822,139.951,-6.412,0.0988,0,0.0456,0.0614
154,7nMomFVtkNlufbOUqb89ey,Omer Adam,וואי,P.A.I Ltd.,71,200,6,47954,21/12/2023,0.605,0.497,0.33,144.003,-7.447,0.523,0,0.0347,0.091
155,5RnhWaP5VD3eJN3J0chPmh,"Tuna, Tzlil Danin",בסיבוב,Anana Ltd.,36,171,294,47901,21/12/2023,0.633,0.81,0.665,94.009,-6.819,0.0997,0,0.0486,0.12
156,1LPAIuklAWhEUGQ3nQrcBr,Ori Ben Ari,Lifamim,Mobile1 Music,47,132,67,47880,21/12/2023,0.578,0.497,0.31,140.021,-8.31,0.203,0,0.0355,0.114
157,1QP8gp1xtid9iE9L7SzB8e,Ishay Ribo,תוכו רצוף אהבה,2014 Yshy Rivo By PIL LTD,42,188,151,47677,21/12/2023,0.55,0.464,0.316,71.867,-7.032,0.565,0,0.0323,0.221
158,2FMwWEcq2uWnc6ILvodlta,"Dudu Tassa, Roni Alter",מעליות,Hed Arzi Ltd.,97,176,189,47561,21/12/2023,0.607,0.333,0.416,143.304,-8.303,0.721,0,0.0307,0.0896
159,7tPq06JPk6t0Kk9ptZ6Cia,Mergui,סגול בהיר,Mobile1 Music,54,146,80,47459,21/12/2023,0.411,0.207,0.139,130.459,-10.126,0.687,0,0.0337,0.181
160,2YSzYUF3jWqb9YP9VXmpjE,"Drake, Yeat",IDGAF (feat. Yeat),OVO/Republic,15,166,11,47399,21/12/2023,0.673,0.672,0.14,136.902,-8.577,0.0466,0.0003,0.224,0.193
161,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Eminem Catalog PS,94,144,64,47374,21/12/2023,0.908,0.669,0.662,112.238,-2.827,0.0029,0,0.0738,0.237
162,6ubV4TOnHggG27ygsPxjvR,Osher Cohen,אקורדים בלילות,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,30,131,45,47297,21/12/2023,0.736,0.531,0.77,122.963,-7.799,0.496,0,0.0437,0.543
163,7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,XL Recordings,70,149,53,47166,21/12/2023,0.603,0.67,0.446,107.993,-3.882,0.0041,0,0.0249,0.112
164,5e4PVtYVBu9BpJVhmQhIvS,Hanan Ben Ari,שמש,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,26,159,224,47137,21/12/2023,0.485,0.42,0.113,124.444,-8.801,0.575,0,0.036,0.0907
165,66KxDVMUHeV3gv4F3KTp2n,Hatikva 6,לחזור הביתה,Helicon Music,66,167,75,47054,21/12/2023,0.548,0.549,0.691,77.927,-10.081,0.276,0,0.0475,0.0974
166,1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,88,157,68,46885,21/12/2023,0.486,0.617,0.417,138.015,-7.115,0.0954,0,0.0287,0.109
167,7n6emXIcaECmkljP1rPlvQ,Amir Dadon,לבחור נכון,Helicon Music,39,174,190,46866,21/12/2023,0.442,0.376,0.166,71.769,-9.08,0.176,0.0002,0.0353,0.112
168,7o6UDPFWtYrjUZnRvi1dvO,Jane Bordeaux,איך אפשר,Helicon Music,83,181,205,46677,21/12/2023,0.615,0.317,0.362,121.808,-10.619,0.126,0,0.0327,0.1
169,58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,70,186,97,46641,21/12/2023,0.52,0.852,0.234,140.267,-5.866,0.0024,0.0001,0.0543,0.0733
170,2qromlkHDFXxm07yhpB63s,Kobi Maman,לא ביקשתי מלחמה,Mobile1 Music,29,-1,42,46385,21/12/2023,0.548,0.394,0.391,67.726,-6.862,0.699,0,0.0481,0.172
171,4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,300 Entertainment,32,182,25,46180,21/12/2023,0.847,0.622,0.22,130.001,-6.747,0.119,0,0.0903,0.285
172,0wdMMMH79A2sD6S6sdDGzt,ששון איפרם שאולוב,מדינה כואבת,Mobile1 Music,172,-1,1,45994,21/12/2023,0.495,0.5,0.313,149.808,-8.665,0.491,0,0.037,0.0861
173,1iqFD52dqVgLGJq74we3RW,Hanan Ben Ari,אמן על הילדים,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,16,126,159,45484,21/12/2023,0.398,0.37,0.237,104.949,-12.147,0.307,0,0.0621,0.338
174,3rKq9QQzb28Klhwh1LK9nn,Amir Dadon,אור גדול,Helicon Music,64,158,117,45479,21/12/2023,0.468,0.69,0.317,128.026,-4.298,0.281,0,0.0326,0.136
175,6dGnYIeXmHdcikdzNNDMm2,The Beatles,Here Comes The Sun - Remastered 2009,EMI Catalogue,85,192,133,45342,21/12/2023,0.557,0.54,0.394,129.177,-10.484,0.0339,0.0025,0.0347,0.179
176,1udwFobQ1JoOdWPQrp2b6u,"JID, 21 Savage, Baby Tate",Surround Sound (feat. 21 Savage & Baby Tate),Dreamville/Interscope,176,198,2,45341,21/12/2023,0.574,0.567,0.526,75.965,-7.126,0.164,0,0.465,0.258
177,0h9lqpfcS37U6zvDCKwQhX,Shuli Rand,אייכה,NaNa Disc,83,-1,14,45305,21/12/2023,0.544,0.228,0.216,83.934,-11.52,0.941,0,0.0285,0.112
178,0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,149,194,27,44886,21/12/2023,0.453,0.655,0.368,172.012,-4.22,0.0794,0,0.0259,0.0849
179,1v7L65Lzy0j0vdpRjJewt1,Eminem,Lose Yourself,Eminem Catalog PS,120,169,18,44478,21/12/2023,0.686,0.735,0.0596,171.355,-4.616,0.0092,0.0007,0.264,0.342
180,7vlw3ezpsoXCBONhNXLOcV,Tuna,גם זה יעבור,Anana,56,-1,253,44348,21/12/2023,0.56,0.62,0.411,156.178,-7.778,0.36,0.0001,0.089,0.1
